Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 20,0.03
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 30,0.01
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,-702.7
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,45563.97
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 20,45563.97
Target 3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 30,45563.97
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,-702.7
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,-638.82
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,-580.75
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,-527.95
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,-479.96
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,-436.32
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,-396.66
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,-360.6
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,-327.82
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,19323.57
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 20,7450.07
Target 3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 30,2872.33
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,-0.4
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,-0.36
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,-0.33
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,-0.3
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,-0.27
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,-0.25
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,-0.23
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,-0.21
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,-0.19
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,11
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 20,4.24
Target 3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 30,1.63
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,-702.7
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,36630.3
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 20,36630.3
Target 3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 30,36630.3
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,-702.7
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,-638.82
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,-580.75
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,-527.95
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,-479.96
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,-436.32
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,-396.66
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,-360.6
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,-327.82
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,15534.82
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 20,5989.35
Target 3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 30,2309.15
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,-0.4
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,-0.36
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,-0.33
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,-0.3
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,-0.27
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,-0.25
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,-0.23
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,-0.21
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,-0.19
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,8.84
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 20,3.41
Target 3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 30,1.31
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,54.05
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,49.14
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,44.67
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,40.61
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,36.92
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,33.56
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,30.51
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,27.74
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,25.22
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,22.92
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 20,8.84
Target 3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 30,3.41
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,400
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,363.64
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,330.58
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,300.53
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,273.21
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,248.37
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,225.79
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,205.26
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,186.6
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,169.64
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 20,65.4
Target 3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 30,25.22
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,345.95
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,314.5
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,285.91
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,259.91
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,236.29
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,214.81
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,195.28
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,177.52
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,161.39
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,146.71
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 20,56.56
Target 3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 30,21.81
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 1,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 2,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 3,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 4,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 5,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 6,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 7,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 8,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 9,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 10,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 20,7.4
Target 3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,Year 30,7.4
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,378.38
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,343.98
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,312.71
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,284.28
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,258.44
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,234.94
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,213.58
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,194.17
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,176.52
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,160.47
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 20,61.87
Target 3,Scenario 2,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 30,23.85
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,0
Target 3,Scenario 2,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,0
